idx,run,n_correct,n_parseable,pass1,pass8,avg_response_len,has_marker_count,marker_rate,min_rel_err,avg_rel_err,has_near_miss,consistency,most_common_pred,gibberish_count
1081,separate_a,0,8,False,False,1118.0,8,1.0,4.0,120.5625,0,0.25,40,0
1082,separate_a,0,4,False,False,722.125,4,0.5,0.08108108108108109,0.5135135135135135,1,0.25,40,0
1083,separate_a,2,7,False,True,1109.875,8,1.0,0.07692307692307693,0.4461538461538462,1,0.25,78,0
1084,separate_a,1,2,False,True,319.375,2,0.25,0.10526315789473684,0.10526315789473684,0,0.125,34,3
1085,separate_a,0,3,False,False,670.375,3,0.375,1.0,29.333333333333332,0,0.125,80,0
1086,separate_a,0,2,False,False,307.375,2,0.25,0.3333333333333333,0.3333333333333333,0,0.25,80,5
1087,separate_a,6,8,True,True,1100.375,8,1.0,0.9333333333333333,127.96666666666667,0,0.75,15,0
1088,separate_a,0,7,False,False,957.0,7,0.875,0.008035714285714285,0.7443367346938776,1,0.25,12,0
1089,separate_a,0,4,False,False,849.125,4,0.5,0.6081560283687943,0.7810283687943262,0,0.125,126,0
1090,separate_a,0,4,False,False,665.375,4,0.5,0.05263157894736842,0.09210526315789473,1,0.25,40,0
1091,separate_a,0,2,False,False,414.375,2,0.25,0.3333333333333333,0.7777777777777778,0,0.125,6,2
1092,separate_a,0,6,False,False,862.25,6,0.75,0.125,0.3385416666666667,0,0.375,36,1
1093,separate_a,0,5,False,False,722.0,5,0.625,0.5,0.5777777777777777,0,0.375,22500,2
1094,separate_a,0,2,False,False,362.5,2,0.25,0.59375,0.78125,0,0.125,102,2
1095,separate_a,0,1,False,False,176.625,1,0.125,0.75,0.75,0,0.125,10,3
1096,separate_a,0,6,False,False,912.125,6,0.75,0.06666666666666667,0.24999999999999997,1,0.25,100,0
1097,separate_a,2,4,True,True,677.125,4,0.5,0.6666666666666666,5.0,0,0.25,3,0
1098,separate_a,0,7,False,False,974.5,7,0.875,0.1111111111111111,0.7233560090702947,0,0.125,7,0
1099,separate_a,0,5,False,False,814.875,5,0.625,0.2,0.552,0,0.25,680,0
1100,separate_a,4,7,True,True,989.0,7,0.875,0.6666666666666666,0.8333333333333334,0,0.5,24,0
1101,separate_a,1,7,False,True,955.125,7,0.875,0.38636363636363635,1.1666666666666667,0,0.25,117,0
1102,separate_a,1,6,False,True,896.75,6,0.75,15.8,74.36,0,0.375,180,0
1103,separate_a,0,7,False,False,1108.375,8,1.0,2.111111111111111,13.952380952380953,0,0.25,28,0
1104,separate_a,1,7,False,True,1025.0,7,0.875,0.14285714285714285,2.6547619047619047,0,0.25,50,0
1105,separate_a,4,8,False,True,882.75,8,1.0,0.6,5.4,0,0.5,1000,0
1106,separate_a,0,0,False,False,152.75,0,0.0,,,0,0.0,,0
1107,separate_a,0,7,False,False,1014.5,7,0.875,0.032520325203252036,0.5598141695702672,1,0.25,85,0
1108,separate_a,0,8,False,False,1151.0,8,1.0,0.03571428571428571,1.0825892857142858,1,0.25,28,0
1109,separate_a,7,8,True,True,1097.25,8,1.0,0.025,0.025,1,0.875,80,0
1110,separate_a,0,7,False,False,1037.875,7,0.875,0.05,6.578571428571428,1,0.25,19,0
1111,separate_a,0,6,False,False,840.75,6,0.75,0.42857142857142855,0.42857142857142855,0,0.75,160,0
1112,separate_a,3,7,True,True,989.75,7,0.875,0.2,0.4,0,0.375,10,0
1113,separate_a,0,0,False,False,128.875,0,0.0,,,0,0.0,,4
1114,separate_a,8,8,True,True,1071.625,8,1.0,,,0,1.0,4500,0
1115,separate_a,3,7,True,True,993.25,7,0.875,1.5,8.3125,0,0.375,20,0
1116,separate_a,2,6,False,True,878.75,6,0.75,0.11764705882352941,0.3235294117647059,0,0.25,17,0
1117,separate_a,0,4,False,False,615.75,4,0.5,1.7142857142857142,1.9999999999999998,0,0.25,19,0
1118,separate_a,0,6,False,False,1030.5,6,0.75,0.79375,11.470833333333333,0,0.125,1375,0
1119,separate_a,1,7,True,True,1041.75,7,0.875,0.3333333333333333,24.077777777777772,0,0.125,30,0
1120,separate_a,0,2,False,False,379.5,2,0.25,0.6458333333333334,0.6770833333333334,0,0.125,14,1
1121,separate_a,0,7,False,False,1078.625,7,0.875,0.06666666666666667,5.552380952380952,1,0.125,190,0
1122,separate_a,2,8,False,True,1153.0,8,1.0,0.3333333333333333,1.888888888888889,0,0.25,15,0
1123,separate_a,0,8,False,False,1156.0,8,1.0,0.4155844155844156,11.13961038961039,0,0.125,1414,0
1124,separate_a,1,2,False,True,399.5,2,0.25,0.017857142857142856,0.017857142857142856,1,0.125,112,3
1125,separate_a,3,7,False,True,1002.75,7,0.875,0.4666666666666667,0.6666666666666666,0,0.375,15,0
1126,separate_a,0,6,False,False,833.5,6,0.75,0.3,0.7143518518518519,0,0.125,2400,1
1127,separate_a,8,8,True,True,1136.25,8,1.0,,,0,1.0,16,0
1128,separate_a,0,3,False,False,494.75,3,0.375,1.9615384615384615,3.743589743589743,0,0.125,77,0
1129,separate_a,7,7,True,True,991.375,7,0.875,,,0,0.875,27,0
1130,separate_a,0,2,False,False,486.5,2,0.25,0.4,1.02,0,0.125,15,0
1131,separate_a,0,8,False,False,1008.5,8,1.0,5.5,92.9375,0,0.125,570,0
1132,separate_a,0,8,False,False,1139.5,8,1.0,0.46153846153846156,1.278846153846154,0,0.5,4,0
1133,separate_a,0,8,False,False,1094.0,8,1.0,0.05,2.2041666666666666,1,0.375,180,0
1134,separate_a,0,8,False,False,1077.375,8,1.0,0.5,9.837499999999999,0,0.375,144,0
1135,separate_a,0,7,False,False,972.5,7,0.875,0.045454545454545456,0.4662337662337662,1,0.25,8,0
1136,separate_a,0,8,False,False,1062.375,8,1.0,0.5476190476190477,0.6964285714285714,0,0.375,8,0
1137,separate_a,0,4,False,False,602.0,4,0.5,0.2222222222222222,0.4097222222222222,0,0.125,12,1
1138,separate_a,0,5,False,False,833.375,5,0.625,0.6428571428571429,0.7571428571428571,0,0.5,24,0
1139,separate_a,3,4,False,True,757.5,4,0.5,3.0,3.0,0,0.375,4,0
1140,separate_a,0,5,False,False,738.25,5,0.625,0.2,1.08,0,0.25,120,0
1141,separate_a,0,2,False,False,517.0,2,0.25,0.36363636363636365,26.954545454545457,0,0.125,15,2
1142,separate_a,1,1,False,True,322.375,1,0.125,,,0,0.125,10,0
1143,separate_a,2,5,False,True,859.125,5,0.625,0.25,0.3333333333333333,0,0.25,5,0
1144,separate_a,0,2,False,False,553.375,2,0.25,0.8888888888888888,4.444444444444445,0,0.125,1,1
1145,separate_a,0,0,False,False,217.75,0,0.0,,,0,0.0,,1
1146,separate_a,2,8,False,True,1037.75,8,1.0,0.08695652173913043,0.6376811594202899,1,0.5,20,0
1147,separate_a,0,5,False,False,733.5,5,0.625,0.08108108108108109,0.12432432432432435,1,0.5,960,0
1148,separate_a,0,6,False,False,843.875,6,0.75,0.6666666666666666,1.2061965811965811,0,0.375,416,1
1149,separate_a,0,2,False,False,483.25,2,0.25,0.4358974358974359,0.5641025641025641,0,0.125,48,0
1150,separate_a,3,5,False,True,705.25,5,0.625,0.22857142857142856,0.24285714285714283,0,0.375,70,1
1151,separate_a,0,7,False,False,975.75,7,0.875,0.029411764705882353,0.05042016806722689,1,0.375,32,0
1152,separate_a,2,7,False,True,982.25,7,0.875,0.13333333333333333,0.21333333333333332,0,0.375,78,1
1153,separate_a,0,3,False,False,543.0,3,0.375,0.48672566371681414,0.6460176991150443,0,0.125,34,0
1154,separate_a,2,6,False,True,842.75,6,0.75,0.16666666666666666,0.375,0,0.25,90,1
1155,separate_a,3,4,False,True,613.875,4,0.5,0.25,0.25,0,0.375,16,1
1156,separate_a,3,4,True,True,632.125,4,0.5,0.3333333333333333,0.3333333333333333,0,0.375,15,0
1157,separate_a,0,1,False,False,420.25,1,0.125,2.5,2.5,0,0.125,42,0
1158,separate_a,0,7,False,False,927.25,7,0.875,0.1837270341207349,0.19291338582677167,0,0.375,622,0
1159,separate_a,0,0,False,False,159.125,0,0.0,,,0,0.0,,2
1160,separate_a,1,4,False,True,626.625,4,0.5,0.21428571428571427,0.4333333333333333,0,0.125,55,2
1161,separate_a,3,8,True,True,1081.0,8,1.0,0.4,0.72,0,0.375,100,0
1162,separate_a,0,2,False,False,400.25,2,0.25,0.21875,0.5703125,0,0.125,2.5,0
1163,separate_a,0,3,False,False,518.625,3,0.375,0.4117647058823529,0.6862745098039215,0,0.125,48,1
1164,separate_a,0,7,False,False,957.375,7,0.875,0.6153846153846154,0.7208241758241759,0,0.5,4200,0
1165,separate_a,1,7,False,True,997.25,7,0.875,0.07692307692307693,0.7307692307692308,1,0.25,16,0
1166,separate_a,1,8,False,True,1106.25,8,1.0,1.0,7.285714285714286,0,0.5,20,0
1167,separate_a,1,7,False,True,1040.0,7,0.875,2.3333333333333335,8.277777777777779,0,0.25,22,0
1168,separate_a,8,8,True,True,1144.75,8,1.0,,,0,1.0,360,0
1169,separate_a,0,2,False,False,575.5,2,0.25,0.0945945945945946,0.10135135135135136,1,0.125,67,0
1170,separate_a,1,8,False,True,1009.25,8,1.0,0.2875,0.8029761904761905,0,0.375,80,0
1171,separate_a,0,6,False,False,906.875,6,0.75,0.01020408163265306,1.7673469387755105,1,0.125,558,0
1172,separate_a,0,4,False,False,716.625,4,0.5,0.06451612903225806,1.25,1,0.25,800,0
1173,separate_a,1,6,True,True,908.625,6,0.75,0.2571428571428571,0.7457142857142857,0,0.125,35,0
1174,separate_a,0,7,False,False,1023.0,7,0.875,0.2,1.0571428571428572,0,0.25,2,0
1175,separate_a,0,0,False,False,301.25,0,0.0,,,0,0.0,,0
1176,separate_a,0,7,False,False,959.5,7,0.875,0.9166666666666666,411.10714285714283,0,0.5,1,0
1177,separate_a,0,2,False,False,324.625,2,0.25,2.0,2.0,0,0.25,6000,2
1178,separate_a,0,5,False,False,805.875,5,0.625,0.25,0.85,0,0.5,80,0
1179,separate_a,2,3,False,True,513.25,3,0.375,5.0,5.0,0,0.25,4,2
1180,separate_a,5,8,True,True,1108.625,8,1.0,4.0,6.666666666666667,0,0.625,200,0
1181,separate_a,1,8,False,True,1091.625,8,1.0,0.2,1.0,0,0.25,7,0
1182,separate_a,0,0,False,False,204.125,0,0.0,,,0,0.0,,0
1183,separate_a,0,6,False,False,981.5,6,0.75,0.2,49.03333333333333,0,0.125,450,0
1184,separate_a,0,2,False,False,414.75,2,0.25,0.8,0.8866666666666667,0,0.125,15,1
1185,separate_a,0,1,False,False,303.125,1,0.125,4.277777777777778,4.277777777777778,0,0.125,190,0
1186,separate_a,0,5,False,False,817.125,5,0.625,0.625,1.275,0,0.25,6,0
1187,separate_a,0,4,False,False,541.75,4,0.5,0.25,2.0208333333333335,0,0.125,15,1
1188,separate_a,0,4,False,False,589.875,4,0.5,0.125,0.59375,0,0.25,5,0
1189,separate_a,0,6,False,False,953.875,6,0.75,0.8,1.2966666666666666,0,0.5,250,0
1190,separate_a,0,7,False,False,997.875,7,0.875,0.3125,0.40565476190476185,0,0.25,135,0
1191,separate_a,5,7,True,True,997.5,7,0.875,1.0,1.5,0,0.625,35,0
1192,separate_a,0,3,False,False,590.5,3,0.375,0.7959183673469388,0.836734693877551,0,0.125,9,0
1193,separate_a,0,8,False,False,1134.375,8,1.0,0.03773584905660377,0.07311320754716981,1,0.75,55,0
1194,separate_a,0,7,False,False,987.5,7,0.875,0.5918367346938775,1.6224489795918366,0,0.125,30,0
1195,separate_a,0,4,False,False,598.5,4,0.5,0.6,1.05,0,0.25,2,0
1196,separate_a,0,6,False,False,986.125,6,0.75,0.16666666666666666,0.3953395061728395,0,0.125,7680,0
1197,separate_a,0,0,False,False,162.375,0,0.0,,,0,0.0,,1
1198,separate_a,0,2,False,False,443.5,2,0.25,0.4,1.2,0,0.125,150,0
1199,separate_a,0,7,False,False,983.125,7,0.875,0.17647058823529413,0.7647058823529411,0,0.125,7,1
1200,separate_a,0,6,False,False,885.375,6,0.75,0.47368421052631576,0.5964912280701754,0,0.375,10,0
1201,separate_a,1,2,False,True,567.25,2,0.25,0.9833333333333333,0.9833333333333333,0,0.125,12,0
1202,separate_a,0,5,False,False,842.5,5,0.625,0.6428571428571429,0.7452380952380953,0,0.125,15,0
1203,separate_a,0,8,False,False,1120.875,8,1.0,0.15384615384615385,0.5013736263736264,0,0.25,63,0
1204,separate_a,0,3,False,False,518.75,3,0.375,0.16666666666666666,0.3333333333333333,0,0.125,10,0
1205,separate_a,0,4,False,False,752.75,4,0.5,0.5,1.0625,0,0.25,10,0
1206,separate_a,0,7,False,False,1005.25,7,0.875,0.006172839506172839,0.1940035273368607,1,0.25,164,0
1207,separate_a,0,3,False,False,494.25,3,0.375,0.9951020408163266,1.1616326530612244,0,0.25,5500,2
1208,separate_a,0,7,False,False,1058.75,7,0.875,0.3888888888888889,7.402777777777778,0,0.25,180,0
1209,separate_a,0,7,False,False,988.5,7,0.875,0.875,5.1875,0,0.375,40,0
1210,separate_a,7,8,True,True,1101.625,8,1.0,0.2,0.2,0,0.875,10,0
1211,separate_a,2,5,False,True,626.75,5,0.625,0.16666666666666666,0.5111111111111111,0,0.25,350,1
1212,separate_a,2,3,False,True,555.5,3,0.375,4.625,4.625,0,0.25,8,0
1213,separate_a,1,1,False,True,254.625,1,0.125,,,0,0.125,20,0
1214,separate_a,0,2,False,False,363.0,2,0.25,0.9969322033898305,0.9980847457627118,0,0.125,362,1
1215,separate_a,1,3,False,True,592.125,3,0.375,0.8,2.4,0,0.125,1,0
1216,separate_a,0,3,False,False,617.125,3,0.375,0.12903225806451613,0.4516129032258065,0,0.25,50,0
1217,separate_a,3,7,False,True,951.0,7,0.875,0.125,0.375,0,0.375,160,0
1218,separate_a,0,8,False,False,1092.75,8,1.0,0.07692307692307693,0.6153846153846154,1,0.25,7,0
1219,separate_a,1,7,False,True,1052.625,7,0.875,0.3333333333333333,0.9814814814814814,0,0.25,6,0
1220,separate_a,0,8,False,False,1114.125,8,1.0,0.0625,0.5,1,0.25,180,0
1221,separate_a,0,5,False,False,764.875,5,0.625,0.044444444444444446,0.10666666666666666,1,0.5,235,0
1222,separate_a,0,7,False,False,969.125,7,0.875,0.5,0.7571428571428571,0,0.75,30,0
1223,separate_a,1,5,True,True,785.25,5,0.625,0.08333333333333333,0.7916666666666667,1,0.125,12,1
1224,separate_a,0,7,False,False,1002.875,7,0.875,0.23529411764705882,0.5336134453781513,0,0.25,22,0
1225,separate_a,0,7,False,False,1052.625,7,0.875,0.07643312101910828,0.3557779799818017,1,0.125,22,0
1226,separate_a,0,1,False,False,323.375,1,0.125,0.4482758620689655,0.4482758620689655,0,0.125,48,1
1227,separate_a,0,8,False,False,1090.125,8,1.0,0.25,1.3046875,0,0.25,80,0
1228,separate_a,0,4,False,False,684.125,4,0.5,0.20408163265306123,1.3520408163265305,0,0.125,18,1
1229,separate_a,0,0,False,False,164.625,0,0.0,,,0,0.0,,0
1230,separate_a,0,7,False,False,989.5,7,0.875,0.2,2.3428571428571425,0,0.375,28,0
1231,separate_a,0,2,False,False,435.125,2,0.25,0.7857142857142857,2.357142857142857,0,0.125,150,2
1232,separate_a,1,6,False,True,889.125,6,0.75,0.5666666666666667,0.6866666666666666,0,0.375,400,0
1233,separate_a,1,8,True,True,1141.75,8,1.0,0.01818181818181818,5.775324675324675,1,0.125,110,0
1234,separate_a,0,0,False,False,67.375,0,0.0,,,0,0.0,,3
1235,separate_a,0,1,False,False,269.125,1,0.125,15.0,15.0,0,0.125,128,1
1236,separate_a,0,4,False,False,678.75,4,0.5,0.6893617021276596,0.7851063829787234,0,0.25,39,1
1237,separate_a,2,7,False,True,1034.5,7,0.875,2.0,10.0,0,0.375,6,0
1238,separate_a,5,7,True,True,1046.125,7,0.875,0.2,7.1,0,0.625,50,1
1239,separate_a,0,8,False,False,1123.25,8,1.0,1.0,21.0,0,0.375,48,0
1240,separate_a,0,8,False,False,1117.125,8,1.0,0.09375,0.13671875,1,0.375,29,0
1241,separate_a,6,8,True,True,1070.25,8,1.0,0.2857142857142857,1.4642857142857142,0,0.75,14,0
1242,separate_a,0,8,False,False,1084.0,8,1.0,0.3333333333333333,0.9583333333333333,0,0.5,3,0
1243,separate_a,0,5,False,False,721.75,5,0.625,2.25,77.4,0,0.375,240,2
1244,separate_a,0,8,False,False,1117.75,8,1.0,0.3333333333333333,0.8569444444444445,0,0.25,150,0
1245,separate_a,0,4,False,False,693.625,4,0.5,0.8409090909090909,0.9090909090909091,0,0.375,180,0
1246,separate_a,0,5,False,False,776.5,5,0.625,0.13861386138613863,0.29504950495049503,0,0.375,117,1
1247,separate_a,1,6,False,True,915.125,6,0.75,0.08928571428571429,0.44553571428571426,1,0.125,18,1
1248,separate_a,2,8,True,True,1122.625,8,1.0,0.3333333333333333,0.6990740740740741,0,0.25,36,0
1249,separate_a,0,3,False,False,489.375,3,0.375,0.27741935483870966,0.739068100358423,0,0.125,5780,2
1250,separate_a,0,8,False,False,1149.875,8,1.0,0.4166666666666667,0.6657986111111112,0,0.25,72,0
1251,separate_a,1,4,False,True,628.875,4,0.5,0.3333333333333333,6.888888888888889,0,0.125,2,0
1252,separate_a,0,7,False,False,956.625,7,0.875,0.2857142857142857,2.0408163265306123,0,0.25,16,0
1253,separate_a,0,7,False,False,1005.625,7,0.875,0.2857142857142857,3.8367346938775504,0,0.125,1500,0
1254,separate_a,1,6,False,True,990.875,6,0.75,0.8,0.9046666666666667,0,0.25,15,0
1255,separate_a,8,8,True,True,1074.5,8,1.0,,,0,1.0,360,0
1256,separate_a,1,8,False,True,1168.125,8,1.0,0.4,0.45714285714285713,0,0.5,7,0
1257,separate_a,4,7,False,True,1008.25,7,0.875,0.09090909090909091,3.2020202020202024,1,0.5,66,0
1258,separate_a,1,8,False,True,1105.5,8,1.0,0.5,1.5357142857142858,0,0.25,10,0
1259,separate_a,0,0,False,False,160.5,0,0.0,,,0,0.0,,2
1260,separate_a,0,2,False,False,564.75,2,0.25,0.09090909090909091,0.8333333333333333,1,0.125,120,1
1261,separate_a,0,5,False,False,892.875,5,0.625,0.10275689223057644,0.6197994987468671,0,0.25,84,1
1262,separate_a,2,6,False,True,927.875,6,0.75,0.2,0.39,0,0.25,30,0
1263,separate_a,0,5,False,False,645.25,5,0.625,0.5,15.233333333333334,0,0.375,150,0
1264,separate_a,4,8,False,True,1112.25,8,1.0,0.3333333333333333,25.5,0,0.5,30,0
1265,separate_a,2,4,False,True,597.75,4,0.5,0.07692307692307693,0.11538461538461539,1,0.25,26,2
1266,separate_a,1,6,False,True,971.75,6,0.75,0.1875,1.0875,0,0.25,36,0
1267,separate_a,0,8,False,False,1100.75,8,1.0,0.6,1.95,0,0.625,150,0
1268,separate_a,5,8,True,True,1103.25,8,1.0,0.6,69.53333333333333,0,0.625,5,0
1269,separate_a,0,3,False,False,654.5,3,0.375,0.884075,0.9362222222222222,0,0.125,9000,0
1270,separate_a,1,8,False,True,1153.125,8,1.0,0.3333333333333333,119.09523809523809,0,0.125,42,0
1271,separate_a,5,7,False,True,973.125,7,0.875,0.5,0.625,0,0.625,4,0
1272,separate_a,6,8,True,True,1087.625,8,1.0,0.3333333333333333,5.5,0,0.75,6,0
1273,separate_a,0,6,False,False,801.375,6,0.75,0.9085714285714286,0.9536825396825397,0,0.125,1500,0
1274,separate_a,0,1,False,False,364.875,1,0.125,0.4358974358974359,0.4358974358974359,0,0.125,220,0
1275,separate_a,0,0,False,False,206.375,0,0.0,,,0,0.0,,3
1276,separate_a,0,7,False,False,1047.625,7,0.875,0.4117647058823529,0.6521008403361345,0,0.125,435,0
1277,separate_a,6,7,True,True,953.25,7,0.875,0.2857142857142857,0.2857142857142857,0,0.75,700,1
1278,separate_a,0,8,False,False,1098.125,8,1.0,0.2,0.475,0,0.5,3,0
1279,separate_a,0,7,False,False,1037.75,7,0.875,0.22,0.8714285714285713,0,0.25,27,0
1280,separate_a,1,8,False,True,1093.875,8,1.0,0.5,5.357142857142857,0,0.375,1,0
1281,separate_a,0,6,False,False,862.75,6,0.75,0.2,0.19999999999999998,0,0.375,300,1
1282,separate_a,1,2,False,True,600.625,2,0.25,4.5,4.5,0,0.125,11,1
1283,separate_a,1,7,False,True,1036.5,7,0.875,0.6666666666666666,0.9661111111111111,0,0.125,24,0
1284,separate_a,0,6,False,False,879.0,6,0.75,0.02564102564102564,0.5848974358974358,1,0.125,37,0
1285,separate_a,3,7,True,True,980.0,7,0.875,0.75,0.828125,0,0.375,16,0
1286,separate_a,0,8,False,False,1143.25,8,1.0,0.35,0.6578124999999999,0,0.375,52,0
1287,separate_a,0,0,False,False,93.5,0,0.0,,,0,0.0,,4
1288,separate_a,0,4,False,False,568.5,4,0.5,0.3333333333333333,0.5,0,0.25,80,1
1289,separate_a,1,8,False,True,1122.5,8,1.0,0.5166666666666667,0.8026190476190476,0,0.125,300,0
1290,separate_a,1,2,False,True,440.375,2,0.25,0.5882352941176471,0.5882352941176471,0,0.125,170,2
1291,separate_a,0,7,False,False,974.75,7,0.875,0.125,20.232142857142858,0,0.25,36,0
1292,separate_a,0,6,False,False,906.75,6,0.75,0.10407239819004525,0.6665912518853695,0,0.125,300,0
1293,separate_a,1,8,False,True,1146.125,8,1.0,1.5,114.07142857142857,0,0.125,37,0
1294,separate_a,0,0,False,False,253.0,0,0.0,,,0,0.0,,0
1295,separate_a,1,8,False,True,1145.375,8,1.0,0.07692307692307693,0.5402930402930404,1,0.125,86,0
1296,separate_a,0,7,False,False,985.875,7,0.875,0.16666666666666666,0.5494047619047618,0,0.375,200,1
1297,separate_a,1,5,False,True,752.375,5,0.625,0.14285714285714285,5.571428571428571,0,0.25,6,1
1298,separate_a,1,7,False,True,1002.0,7,0.875,0.5,2.4166666666666665,0,0.375,48,0
1299,separate_a,6,6,False,True,904.25,6,0.75,,,0,0.75,100,1
1300,separate_a,0,0,False,False,249.875,0,0.0,,,0,0.0,,0
1301,separate_a,0,7,False,False,1001.125,7,0.875,0.05555555555555555,0.3571428571428571,1,0.5,75,0
1302,separate_a,0,6,False,False,849.75,6,0.75,2.5,4.044444444444444,0,0.5,105,0
1303,separate_a,0,5,False,False,810.375,5,0.625,1.2,15.84,0,0.125,500,0
1304,separate_a,0,8,False,False,1100.375,8,1.0,1.608695652173913,2.0434782608695654,0,0.25,60,0
1305,separate_a,2,6,True,True,875.375,6,0.75,0.7,3.175,0,0.25,30,1
1306,separate_a,0,8,False,False,1152.125,8,1.0,0.038461538461538464,0.5673076923076923,1,0.25,10,0
1307,separate_a,0,8,False,False,1133.625,8,1.0,0.3076923076923077,0.6923076923076923,0,0.25,28,0
1308,separate_a,0,0,False,False,224.0,0,0.0,,,0,0.0,,1
1309,separate_a,0,7,False,False,935.5,7,0.875,0.17391304347826086,0.44927536231884063,0,0.375,162,0
1310,separate_a,0,8,False,False,1152.125,8,1.0,0.18181818181818182,0.5151515151515151,0,0.125,17,0
1311,separate_a,0,7,False,False,1019.5,7,0.875,0.08823529411764706,0.51890756302521,1,0.25,9,0
1312,separate_a,1,7,False,True,985.375,7,0.875,0.3333333333333333,9.000000000000002,0,0.25,7,0
1313,separate_a,4,7,True,True,1094.25,7,0.875,0.42857142857142855,0.5238095238095238,0,0.5,14,0
1314,separate_a,1,1,False,True,403.375,1,0.125,,,0,0.125,7,2
1315,separate_a,0,8,False,False,997.875,8,1.0,0.5,5.265625,0,0.375,48,0
1316,separate_a,0,4,False,False,644.75,4,0.5,0.4125,5.478125,0,0.25,4200,0
1317,separate_a,0,3,False,False,629.0,3,0.375,14.555555555555555,95.96296296296298,0,0.125,140,0
1318,separate_a,0,2,False,False,449.0,2,0.25,0.7974683544303798,0.8607594936708861,0,0.125,16,0
0,separate_b,0,1,False,False,422.375,1,0.125,0.8440366972477065,0.8440366972477065,0,0.125,17,0
1,separate_b,0,0,False,False,285.25,0,0.0,,,0,0.0,,0
2,separate_b,1,4,False,True,186.5,4,0.5,0.23076923076923078,0.25641025641025644,0,0.25,16,1
3,separate_b,5,7,True,True,363.125,7,0.875,0.4,1.2,0,0.625,5,0
4,separate_b,0,3,False,False,213.625,3,0.375,0.2,0.5333333333333333,0,0.125,35,1
5,separate_b,0,1,False,False,454.625,1,0.125,0.9867256637168141,0.9867256637168141,0,0.125,6,0
6,separate_b,0,3,False,False,240.375,3,0.375,0.09302325581395349,0.2170542635658915,1,0.125,59,0
7,separate_b,0,4,False,False,398.625,4,0.5,0.47058823529411764,0.6764705882352942,0,0.25,6,0
8,separate_b,3,4,True,True,291.0,4,0.5,0.375,0.375,0,0.375,120,0
9,separate_b,0,4,False,False,417.375,4,0.5,0.6363636363636364,7.909090909090909,0,0.25,22,0
10,separate_b,0,3,False,False,392.5,3,0.375,0.058823529411764705,0.17647058823529413,1,0.125,22,0
11,separate_b,6,7,True,True,167.375,7,0.875,0.16666666666666666,0.16666666666666666,0,0.75,12,0
12,separate_b,0,0,False,False,180.5,0,0.0,,,0,0.0,,0
13,separate_b,3,7,False,True,279.0,7,0.875,0.3333333333333333,1.1875,0,0.375,24,0
14,separate_b,0,3,False,False,264.75,3,0.375,0.047619047619047616,1.4634920634920636,1,0.125,27,0
15,separate_b,7,7,True,True,165.375,7,0.875,,,0,0.875,120,0
16,separate_b,0,3,False,False,200.5,3,0.375,0.17647058823529413,0.4705882352941177,0,0.125,24,2
17,separate_b,3,4,False,True,305.625,4,0.5,0.6388888888888888,0.6388888888888888,0,0.375,36,0
18,separate_b,0,5,False,False,301.0,5,0.625,0.5,0.6,0,0.375,6,0
19,separate_b,0,6,False,False,316.25,6,0.75,0.13333333333333333,0.13333333333333333,0,0.625,39,0
20,separate_b,0,0,False,False,159.0,0,0.0,,,0,0.0,,0
21,separate_b,2,2,False,True,235.25,2,0.25,,,0,0.25,8,1
22,separate_b,0,7,False,False,523.875,7,0.875,0.1111111111111111,0.21428571428571433,0,0.25,22,0
23,separate_b,0,8,False,False,241.875,8,1.0,14.0,15.5,0,0.75,15,0
24,separate_b,0,6,False,False,212.375,6,0.75,0.1111111111111111,0.6666666666666666,0,0.25,22,0
25,separate_b,0,1,False,False,251.5,1,0.125,0.6363636363636364,0.6363636363636364,0,0.125,12,2
26,separate_b,0,7,False,False,464.0,7,0.875,0.1346153846153846,0.3956043956043956,0,0.25,640,0
27,separate_b,0,4,False,False,322.875,4,0.5,0.52,4.31,0,0.125,4,0
28,separate_b,0,1,False,False,144.0,1,0.125,6.0,6.0,0,0.125,7,4
29,separate_b,0,6,False,False,238.5,6,0.75,0.125,1.9635416666666667,0,0.125,200,1
30,separate_b,2,4,True,True,335.75,4,0.5,3.5,10.25,0,0.25,2,0
31,separate_b,1,1,False,True,306.25,1,0.125,,,0,0.125,30,0
32,separate_b,0,8,False,False,296.5,8,1.0,0.25,0.25,0,1.0,5,0
33,separate_b,0,2,False,False,308.875,2,0.25,0.3333333333333333,1.9722222222222223,0,0.125,249,1
34,separate_b,0,0,False,False,163.625,0,0.0,,,0,0.0,,0
35,separate_b,0,3,False,False,544.25,3,0.375,0.19135802469135801,2.064814814814815,0,0.125,720,0
36,separate_b,0,0,False,False,195.25,0,0.0,,,0,0.0,,1
37,separate_b,0,4,False,False,379.75,4,0.5,0.8636363636363636,1.58875,0,0.125,20000,0
38,separate_b,0,3,False,False,207.75,3,0.375,0.5,0.7380952380952381,0,0.125,30,2
39,separate_b,0,6,False,False,291.0,6,0.75,0.014492753623188406,0.5988140096618357,1,0.125,26000,0
40,separate_b,0,2,False,False,297.0,2,0.25,0.8888888888888888,1.1944444444444444,0,0.125,270,0
41,separate_b,1,2,False,True,309.0,2,0.25,0.25,0.25,0,0.125,160,0
42,separate_b,6,7,True,True,258.75,7,0.875,0.6888888888888889,0.6888888888888889,0,0.75,90,0
43,separate_b,6,6,False,True,225.5,6,0.75,,,0,0.75,20,0
